,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
67,-74.0,-69.0,-65.0,-63.0,-74.0,-74.0,-66.0,-75.0,-56.0,-56.0,-68.0,-56.0,-64.0,-74.0,-71.0,-74.0,-56.0,-56.0,-62.0,-74.0,-69.0,-63.0,-68.0,-70.0,-67.0,-63.0,-77.0,-57.0,-74.0,-69.0,-56.0,-56.0,-95.0,-95.0,-78.0,-65.0,-69.0,-69.0,-95.0,-65.0,-95.0,-66.0,-95.0,-68.0,-70.0,-75.0,-83.0,-83.0,-82.0,-95.0,-83.0,-76.0,-75.0,-82.0,-83.0,-83.0,-83.0,-76.0,-76.0,-83.0,-82.0,-83.0,-79.0,-83.0,-83.0,-83.0,-81.0,-82.0,-81.0,-83.0,-80.0,-83.0,-75.0,-77.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-81.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
68,-67.0,-69.0,-65.0,-70.0,-66.0,-67.0,-71.0,-75.0,-60.0,-59.0,-70.0,-60.0,-69.0,-77.0,-71.0,-69.0,-60.0,-60.0,-68.0,-74.0,-77.0,-70.0,-68.0,-69.0,-71.0,-69.0,-77.0,-60.0,-77.0,-67.0,-60.0,-56.0,-64.0,-95.0,-78.0,-65.0,-79.0,-65.0,-95.0,-65.0,-95.0,-65.0,-95.0,-68.0,-78.0,-79.0,-83.0,-81.0,-82.0,-95.0,-81.0,-79.0,-79.0,-81.0,-82.0,-95.0,-81.0,-80.0,-79.0,-83.0,-95.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-82.0,-81.0,-83.0,-83.0,-83.0,-80.0,-80.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
69,-65.0,-68.0,-64.0,-66.0,-67.0,-66.0,-68.0,-77.0,-57.0,-58.0,-68.0,-63.0,-69.0,-77.0,-71.0,-65.0,-58.0,-60.0,-68.0,-77.0,-77.0,-66.0,-69.0,-69.0,-69.0,-69.0,-77.0,-57.0,-77.0,-65.0,-57.0,-59.0,-64.0,-95.0,-78.0,-63.0,-79.0,-67.0,-95.0,-64.0,-95.0,-64.0,-95.0,-65.0,-78.0,-79.0,-83.0,-81.0,-82.0,-95.0,-81.0,-79.0,-79.0,-82.0,-82.0,-95.0,-83.0,-80.0,-79.0,-83.0,-95.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-82.0,-81.0,-83.0,-83.0,-83.0,-80.0,-80.0,-83.0,-83.0,-95.0,-95.0,-83.0,-82.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
70,-68.0,-67.0,-63.0,-64.0,-65.0,-68.0,-68.0,-76.0,-61.0,-63.0,-68.0,-67.0,-64.0,-76.0,-68.0,-69.0,-63.0,-63.0,-65.0,-76.0,-73.0,-59.0,-68.0,-68.0,-67.0,-58.0,-65.0,-63.0,-76.0,-67.0,-63.0,-64.0,-95.0,-69.0,-76.0,-63.0,-95.0,-67.0,-72.0,-63.0,-95.0,-63.0,-71.0,-71.0,-82.0,-77.0,-83.0,-83.0,-83.0,-83.0,-83.0,-76.25,-79.0,-83.0,-83.0,-83.0,-83.0,-75.0,-78.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-95.0,-95.0,-77.0,-77.5,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-79.0,-83.0,-83.0,-79.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
71,-66.0,-66.0,-66.0,-54.0,-67.0,-66.0,-65.0,-76.0,-60.0,-59.0,-66.0,-66.0,-64.0,-76.0,-68.0,-67.0,-60.0,-60.0,-55.0,-76.0,-76.0,-55.0,-67.0,-66.0,-68.0,-55.0,-65.0,-60.0,-77.0,-68.0,-63.0,-60.0,-95.0,-69.0,-76.0,-66.0,-95.0,-66.0,-95.0,-66.0,-95.0,-66.0,-71.0,-67.0,-82.0,-76.0,-83.0,-83.0,-83.0,-83.0,-83.0,-76.0,-76.0,-83.0,-83.0,-83.0,-83.0,-75.0,-76.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-95.0,-95.0,-76.0,-77.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
72,-61.0,-64.0,-63.0,-54.0,-62.0,-62.0,-63.0,-73.0,-61.0,-57.0,-65.0,-66.0,-64.0,-76.0,-68.0,-61.0,-59.0,-59.0,-55.0,-73.0,-76.0,-55.0,-63.0,-64.0,-65.0,-55.0,-65.0,-58.0,-74.0,-63.0,-59.0,-58.0,-95.0,-69.0,-76.0,-63.0,-95.0,-66.0,-95.0,-63.0,-95.0,-64.0,-71.0,-61.0,-79.5,-70.0,-83.0,-83.0,-83.0,-83.0,-83.0,-76.0,-76.0,-83.0,-83.0,-83.0,-83.0,-75.0,-76.0,-95.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-95.0,-95.0,-71.0,-77.0,-95.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
73,-64.0,-66.0,-68.0,-54.0,-64.0,-64.0,-66.0,-77.0,-60.0,-61.0,-66.0,-68.0,-54.0,-76.0,-68.0,-64.0,-62.0,-61.0,-55.0,-77.0,-76.0,-55.0,-66.0,-66.0,-66.0,-54.0,-54.0,-61.0,-78.0,-64.0,-61.0,-61.0,-95.0,-69.0,-76.0,-68.0,-79.0,-66.0,-95.0,-68.0,-95.0,-68.0,-95.0,-65.0,-77.0,-78.0,-95.0,-83.0,-83.0,-83.0,-83.0,-76.0,-79.0,-83.0,-83.0,-83.0,-83.0,-78.0,-78.0,-95.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-95.0,-95.0,-78.0,-79.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
74,-64.0,-65.0,-69.0,-54.0,-66.0,-65.0,-67.0,-75.0,-61.0,-60.0,-66.0,-68.0,-54.0,-74.0,-66.0,-65.0,-61.0,-61.0,-54.0,-77.0,-76.0,-55.0,-66.0,-66.0,-66.0,-55.0,-54.0,-62.0,-74.0,-65.0,-60.0,-61.0,-95.0,-69.0,-76.0,-69.0,-79.0,-66.0,-95.0,-69.0,-95.0,-70.0,-95.0,-65.0,-77.0,-77.0,-95.0,-83.0,-83.0,-83.0,-83.0,-77.0,-78.0,-83.0,-83.0,-83.0,-83.0,-76.0,-77.0,-79.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-95.0,-83.0,-76.0,-77.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-79.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
75,-61.0,-71.0,-65.0,-70.0,-62.0,-61.0,-74.0,-72.0,-60.0,-59.0,-71.0,-64.0,-70.0,-72.0,-95.0,-61.0,-59.0,-59.0,-68.0,-76.0,-75.0,-69.0,-68.0,-71.0,-73.0,-62.0,-75.0,-60.0,-76.0,-70.0,-60.0,-60.0,-95.0,-95.0,-76.0,-65.0,-74.0,-67.0,-76.0,-65.0,-95.0,-65.0,-95.0,-61.0,-83.0,-80.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-83.0,-83.0,-82.0,-79.0,-80.0,-83.0,-83.0,-79.0,-83.0,-83.0,-83.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-82.0,-95.0,-83.0,-83.0,-79.0,-80.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
76,-62.0,-71.0,-69.0,-74.0,-63.0,-62.0,-74.0,-73.0,-60.0,-61.0,-71.0,-64.0,-75.0,-74.0,-95.0,-62.0,-61.0,-61.0,-74.0,-76.0,-75.0,-75.0,-71.0,-71.0,-71.0,-75.0,-75.0,-61.0,-74.0,-62.0,-62.0,-61.0,-95.0,-95.0,-76.0,-69.0,-79.0,-95.0,-76.0,-69.0,-95.0,-70.0,-95.0,-62.0,-80.0,-80.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-83.0,-83.0,-82.0,-79.0,-80.0,-82.0,-83.0,-79.0,-83.0,-81.0,-82.0,-81.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-80.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-82.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
77,-62.0,-69.0,-69.0,-64.0,-62.0,-63.0,-69.0,-73.0,-59.0,-60.0,-69.0,-64.0,-63.0,-74.0,-69.0,-62.0,-61.0,-61.0,-64.0,-73.0,-74.0,-65.0,-69.0,-69.0,-69.0,-75.0,-74.0,-61.0,-74.0,-62.0,-61.0,-61.0,-70.0,-95.0,-73.0,-69.0,-79.0,-95.0,-76.0,-69.0,-95.0,-69.0,-95.0,-63.0,-78.0,-78.0,-95.0,-82.0,-83.0,-83.0,-83.0,-83.0,-78.0,-83.0,-83.0,-83.0,-82.0,-77.0,-77.0,-79.0,-82.0,-79.0,-83.0,-82.0,-82.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-80.0,-78.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
78,-62.0,-74.0,-65.0,-64.0,-62.0,-62.0,-74.0,-73.0,-59.0,-60.0,-74.0,-64.0,-63.0,-72.0,-69.0,-62.0,-60.0,-61.0,-64.0,-72.0,-74.0,-65.0,-69.0,-74.0,-74.0,-67.0,-72.0,-60.0,-73.0,-62.0,-61.0,-61.0,-70.0,-74.0,-73.0,-65.0,-79.0,-95.0,-75.5,-64.0,-95.0,-65.0,-95.0,-61.0,-78.0,-78.0,-95.0,-82.0,-83.0,-83.0,-83.0,-77.0,-78.0,-83.0,-83.0,-83.0,-95.0,-77.0,-77.0,-79.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-80.0,-78.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
79,-60.0,-70.0,-62.0,-64.0,-70.0,-61.0,-71.0,-74.0,-60.0,-59.0,-70.0,-64.0,-63.0,-74.0,-69.0,-60.0,-59.0,-60.0,-64.0,-74.0,-74.0,-65.0,-69.0,-71.0,-71.0,-64.0,-73.0,-60.0,-74.0,-60.0,-60.0,-59.0,-70.0,-74.0,-74.0,-62.0,-82.0,-95.0,-74.0,-63.0,-95.0,-63.0,-95.0,-60.0,-78.0,-82.0,-95.0,-82.0,-83.0,-83.0,-83.0,-77.0,-82.0,-83.0,-83.0,-83.0,-95.0,-81.0,-81.0,-79.0,-80.0,-82.0,-82.0,-82.0,-83.0,-83.0,-82.0,-80.0,-83.0,-82.0,-82.0,-83.0,-82.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-82.0,-83.0,-82.0,-83.0,-79.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
80,-68.0,-67.0,-69.0,-61.0,-68.0,-68.0,-67.0,-72.0,-66.0,-66.0,-67.0,-63.0,-68.60949612403101,-72.0,-95.0,-66.0,-67.0,-68.0,-61.0,-72.0,-77.0,-61.0,-67.0,-67.0,-66.0,-60.5,-72.0,-67.0,-73.0,-67.0,-67.0,-66.0,-95.0,-95.0,-72.0,-69.0,-95.0,-67.0,-73.0,-70.0,-95.0,-70.0,-95.0,-66.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-82.0,-82.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-82.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
81,-64.0,-66.0,-67.0,-60.0,-65.0,-65.0,-65.0,-72.0,-58.0,-59.0,-65.0,-67.0,-68.60949612403101,-72.0,-95.0,-64.0,-59.0,-59.0,-60.0,-70.0,-60.0,-61.0,-65.0,-66.0,-66.0,-59.0,-71.0,-58.0,-72.0,-64.0,-59.0,-58.0,-95.0,-95.0,-71.0,-67.0,-95.0,-67.0,-72.0,-67.0,-95.0,-67.0,-95.0,-64.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
82,-61.0,-68.0,-66.0,-60.0,-65.0,-61.0,-68.0,-73.0,-58.0,-58.0,-68.0,-67.0,-59.0,-73.0,-95.0,-60.0,-58.0,-59.0,-59.0,-73.0,-73.0,-60.0,-65.0,-68.0,-68.0,-59.0,-60.0,-58.0,-74.0,-61.0,-59.0,-58.0,-95.0,-95.0,-71.0,-66.0,-95.0,-67.0,-72.0,-66.0,-95.0,-67.0,-95.0,-60.0,-82.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-81.0,-95.0,-83.0,-95.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
83,-61.0,-69.0,-66.0,-65.0,-65.0,-62.0,-68.0,-71.0,-60.0,-60.0,-70.0,-67.0,-64.0,-70.0,-95.0,-61.0,-60.0,-60.0,-65.0,-70.0,-73.0,-65.0,-69.0,-70.0,-70.0,-59.0,-65.0,-60.0,-71.0,-61.0,-60.0,-58.0,-95.0,-95.0,-71.0,-67.0,-95.0,-67.0,-72.0,-66.0,-95.0,-67.0,-71.0,-61.0,-82.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-81.0,-95.0,-83.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
84,-63.0,-69.0,-67.0,-64.0,-65.0,-63.0,-69.0,-72.0,-60.0,-59.0,-70.0,-67.0,-64.0,-70.0,-95.0,-62.0,-60.0,-61.0,-65.0,-70.0,-73.0,-66.0,-69.0,-70.0,-69.0,-65.0,-65.0,-61.0,-72.0,-63.0,-61.0,-58.0,-95.0,-69.0,-71.0,-67.0,-95.0,-67.0,-72.0,-68.0,-95.0,-68.0,-71.0,-62.0,-82.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-81.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-95.0,-83.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
85,-67.0,-71.0,-66.0,-68.0,-68.0,-68.0,-71.0,-79.0,-71.0,-60.0,-70.0,-61.0,-67.0,-79.0,-95.0,-67.0,-67.0,-70.0,-68.0,-67.0,-79.0,-69.0,-72.0,-77.0,-72.0,-68.0,-71.0,-66.0,-79.0,-67.33198380566802,-64.9445564516129,-66.0,-95.0,-95.0,-79.0,-66.0,-83.0,-68.0,-95.0,-66.0,-83.0,-66.0,-95.0,-67.4870283018868,-83.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
86,-70.0,-70.0,-66.0,-64.0,-71.0,-71.0,-70.0,-79.0,-62.0,-62.0,-70.0,-62.0,-67.0,-79.0,-95.0,-69.0,-62.0,-62.0,-64.0,-63.0,-79.0,-64.0,-69.0,-77.0,-70.0,-68.0,-71.0,-67.0,-79.0,-67.33198380566802,-64.9445564516129,-66.0,-95.0,-95.0,-79.0,-67.0,-83.0,-68.0,-95.0,-67.0,-83.0,-68.0,-95.0,-67.4870283018868,-83.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
87,-68.0,-70.0,-65.0,-63.0,-70.0,-69.0,-70.0,-64.0,-63.0,-63.0,-70.0,-67.0,-63.0,-78.5,-95.0,-69.0,-63.0,-63.0,-64.0,-63.0,-77.0,-64.0,-71.0,-68.0,-70.0,-64.0,-63.0,-66.0,-78.5,-67.33198380566802,-64.9445564516129,-63.0,-95.0,-95.0,-78.5,-66.0,-83.0,-68.0,-95.0,-66.0,-95.0,-66.0,-95.0,-67.4870283018868,-95.0,-83.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
